strain_entity_id,canonical_genome_path,total_bp,contigs,largest_contig_bp,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block
STRAIN_000498,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000498.fa.gz,2008102,1,2008102,True,,LNC_0336,RNC_0323,NC_0323,LANI95_0026,RANI95_0026,ANI95_0026
STRAIN_000499,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000499.fa.gz,1991195,1,1991195,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000500,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000500.fa.gz,1865056,1,1865056,True,,LNC_0337,RNC_0324,NC_0324,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000501,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000501.fa.gz,3329954,3,3259858,True,,LNC_0065,RNC_0059,NC_0059,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000502,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000502.fa.gz,1951552,3,1866970,True,,LNC_0338,RNC_0325,NC_0325,LANI95_0021,RANI95_0021,ANI95_0021
STRAIN_000503,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000503.fa.gz,3013149,1,3013149,True,,LNC_0024,RNC_0023,NC_0023,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000504,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000504.fa.gz,2802160,6,2650097,True,,LNC_0339,RNC_0326,NC_0326,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000505,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000505.fa.gz,2012416,2,1954694,True,,LNC_0340,RNC_0327,NC_0327,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000506,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000506.fa.gz,2908459,27,551089,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000507,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000507.fa.gz,2967632,77,325793,True,,LNC_0024,RNC_0023,NC_0023,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000508,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000508.fa.gz,3182431,84,335520,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000509,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000509.fa.gz,2969707,6,2710941,True,,LNC_0046,RNC_0043,NC_0043,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000510,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000510.fa.gz,1821173,1,1821173,True,,LNC_0341,RNC_0328,NC_0328,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000511,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000511.fa.gz,3343256,58,306783,True,,LNC_0040,RNC_0038,NC_0038,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000512,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000512.fa.gz,2419201,14,416318,True,,LNC_0342,RNC_0329,NC_0329,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000513,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000513.fa.gz,2467947,74,178913,True,,LNC_0343,RNC_0330,NC_0330,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000514,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000514.fa.gz,3309473,5,3202808,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000515,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000515.fa.gz,2011203,95,113352,True,,LNC_0344,RNC_0331,NC_0331,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000516,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000516.fa.gz,3635902,1,3635902,True,,LNC_0042,RNC_0040,NC_0040,LANI95_0022,RANI95_0022,ANI95_0022
STRAIN_000517,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000517.fa.gz,1983266,108,170726,True,,LNC_0043,RNC_0041,NC_0041,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000518,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000518.fa.gz,2043115,111,140940,True,,LNC_0345,RNC_0332,NC_0332,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000519,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000519.fa.gz,1895978,138,101072,True,,LNC_0346,RNC_0333,NC_0333,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000520,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000520.fa.gz,2432058,1,2432058,True,,LNC_0095,RNC_0091,NC_0091,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000521,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000521.fa.gz,2414663,1,2414663,True,,LNC_0095,RNC_0091,NC_0091,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000522,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000522.fa.gz,3170114,2,3063698,True,,LNC_0066,RNC_0060,NC_0060,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000523,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000523.fa.gz,2364041,50,317153,True,,LNC_0347,RNC_0334,NC_0334,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000524,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000524.fa.gz,2510381,1,2510381,True,,LNC_0348,RNC_0335,NC_0335,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000525,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000525.fa.gz,1851207,1,1851207,True,,LNC_0022,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000526,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000526.fa.gz,2243572,1,2243572,True,,LNC_0059,RNC_0055,NC_0055,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000527,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000527.fa.gz,1857468,1,1857468,True,,LNC_0349,RNC_0336,NC_0336,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000528,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000528.fa.gz,1812305,1,1812305,True,,LNC_0038,RNC_0029,NC_0029,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000529,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000529.fa.gz,2974909,111,364043,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000530,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000530.fa.gz,3048314,150,434880,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000531,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000531.fa.gz,2049030,2,2035631,True,,LNC_0350,RNC_0337,NC_0337,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000532,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000532.fa.gz,2255245,2,2209387,True,,LNC_0351,RNC_0338,NC_0338,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000533,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000533.fa.gz,2198663,2,2191149,True,,LNC_0352,RNC_0339,NC_0339,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000534,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000534.fa.gz,3039280,1,3039280,True,,LNC_0096,RNC_0092,NC_0092,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000535,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000535.fa.gz,3330006,4,3174864,True,,LNC_0037,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000536,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000536.fa.gz,2346663,1,2346663,True,,LNC_0353,RNC_0340,NC_0340,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000537,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000537.fa.gz,3198690,1,3198690,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000538,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000538.fa.gz,2148781,56,239104,True,,LNC_0354,RNC_0341,NC_0341,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000539,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000539.fa.gz,3061587,2,3010957,True,,LNC_0066,RNC_0060,NC_0060,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000540,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000540.fa.gz,3038767,1,3038767,True,,LNC_0096,RNC_0092,NC_0092,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000541,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000541.fa.gz,3541869,4,3359427,True,,LNC_0097,RNC_0093,NC_0093,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000542,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000542.fa.gz,2317196,22,427072,True,,LNC_0098,RNC_0094,NC_0094,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000543,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000543.fa.gz,3602752,1,3602752,True,,LNC_0355,RNC_0342,NC_0342,LANI95_0022,RANI95_0022,ANI95_0022
STRAIN_000544,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000544.fa.gz,3291849,1,3291849,True,,LNC_0356,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000545,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000545.fa.gz,2990071,1,2990071,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000546,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000546.fa.gz,3221350,27,528329,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000547,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000547.fa.gz,3412154,7,3175846,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000548,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000548.fa.gz,3201523,31,371421,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000549,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000549.fa.gz,1986363,60,115352,True,,LNC_0099,RNC_0095,NC_0095,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000550,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000550.fa.gz,3323426,87,262335,True,,LNC_0100,RNC_0096,NC_0096,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000551,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000551.fa.gz,2931951,39,368284,True,,LNC_0017,RNC_0019,NC_0019,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000552,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000552.fa.gz,1987473,55,126421,True,,LNC_0099,RNC_0095,NC_0095,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000553,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000553.fa.gz,2782240,161,127367,True,,LNC_0020,RNC_0020,NC_0020,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000554,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000554.fa.gz,2897248,47,434229,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000555,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000555.fa.gz,2649463,10,2331362,True,,LNC_0357,RNC_0343,NC_0343,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000556,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000556.fa.gz,1970142,36,670920,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000557,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000557.fa.gz,2044184,1,2044184,True,,LNC_0358,RNC_0344,NC_0344,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000558,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000558.fa.gz,3447624,8,3230192,True,,LNC_0101,RNC_0097,NC_0097,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000559,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000559.fa.gz,3006544,38,308787,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000560,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000560.fa.gz,3006277,38,308665,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000561,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000561.fa.gz,1800321,43,274706,True,,LNC_0022,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000562,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000562.fa.gz,3230597,2,3197727,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000563,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000563.fa.gz,2470207,614,107238,True,,LNC_0067,RNC_0061,NC_0061,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000564,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000564.fa.gz,2367543,201,165599,True,,LNC_0067,RNC_0061,NC_0061,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000565,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000565.fa.gz,2139733,379,50948,True,,LNC_0359,RNC_0345,NC_0345,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000566,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000566.fa.gz,2255596,171,131634,True,,LNC_0067,RNC_0061,NC_0061,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000567,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000567.fa.gz,2047507,250,107957,True,,LNC_0360,RNC_0346,NC_0346,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000568,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000568.fa.gz,3231249,1,3231249,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000569,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000569.fa.gz,2244514,1,2244514,True,,LNC_0361,RNC_0347,NC_0347,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000570,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000570.fa.gz,3191992,3,3120761,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000571,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000571.fa.gz,3370224,28,726176,True,,LNC_0058,RNC_0054,NC_0054,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000572,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000572.fa.gz,2311020,1,2311020,True,,LNC_0362,RNC_0348,NC_0348,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000573,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000573.fa.gz,3314628,55,511824,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000574,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000574.fa.gz,3259936,53,296208,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000575,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000575.fa.gz,2601591,109,149794,True,,LNC_0028,RNC_0030,NC_0030,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000576,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000576.fa.gz,2005122,131,158668,True,,LNC_0102,RNC_0062,NC_0062,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000577,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000577.fa.gz,3440138,119,301174,True,,LNC_0063,RNC_0057,NC_0057,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000578,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000578.fa.gz,3261598,89,320044,True,,LNC_0363,RNC_0033,NC_0033,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000579,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000579.fa.gz,3211268,1,3211268,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000580,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000580.fa.gz,2990082,1,2990082,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000581,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000581.fa.gz,2178894,1,2178894,True,,LNC_0364,RNC_0349,NC_0349,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000582,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000582.fa.gz,3452333,6,3280506,True,,LNC_0045,RNC_0042,NC_0042,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000583,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000583.fa.gz,3230619,2,3197744,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000584,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000584.fa.gz,3175098,4,3034884,True,,LNC_0365,RNC_0350,NC_0350,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000585,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000585.fa.gz,1935423,1,1935423,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000586,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000586.fa.gz,3216285,6,3015495,True,,LNC_0366,RNC_0351,NC_0351,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000587,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000587.fa.gz,3048677,3,3015887,True,,LNC_0367,RNC_0352,NC_0352,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000588,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000588.fa.gz,3303780,4,3213092,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000589,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000589.fa.gz,1951037,34,669777,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000590,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000590.fa.gz,3097074,5,2990570,True,,LNC_0368,RNC_0353,NC_0353,LANI95_0092,RANI95_0089,ANI95_0089
STRAIN_000591,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000591.fa.gz,3265595,47,528446,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000592,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000592.fa.gz,2091003,58,329942,True,,LNC_0369,RNC_0354,NC_0354,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000593,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000593.fa.gz,2220255,38,368467,True,,LNC_0370,RNC_0355,NC_0355,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000594,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000594.fa.gz,3372750,77,269666,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000595,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000595.fa.gz,2356987,5,1285454,True,,LNC_0371,RNC_0356,NC_0356,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000596,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000596.fa.gz,2430215,420,112835,True,,LNC_0372,RNC_0357,NC_0357,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000597,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000597.fa.gz,3016870,3,2980779,True,,LNC_0086,RNC_0081,NC_0081,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000598,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000598.fa.gz,3281039,5,3167967,True,,LNC_0039,RNC_0033,NC_0033,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000599,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000599.fa.gz,2689431,464,123584,True,,LNC_0103,RNC_0098,NC_0098,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000600,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000600.fa.gz,2202982,1,2202982,True,,LNC_0373,RNC_0358,NC_0358,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000601,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000601.fa.gz,1908534,1,1908534,True,,LNC_0104,RNC_0099,NC_0099,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000602,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000602.fa.gz,3181204,3,3084917,True,,LNC_0044,RNC_0025,NC_0025,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000603,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000603.fa.gz,3415192,5,3267626,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000604,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000604.fa.gz,1944384,71,321531,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000605,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000605.fa.gz,3232240,1,3232240,True,,LNC_0072,RNC_0067,NC_0067,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000606,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000606.fa.gz,2981934,5,2952198,True,,LNC_0015,RNC_0017,NC_0017,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000607,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000607.fa.gz,3249304,6,2991907,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000608,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000608.fa.gz,3273679,7,2991504,True,,LNC_0374,RNC_0359,NC_0359,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000609,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000609.fa.gz,3403608,8,3213344,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000610,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000610.fa.gz,3664215,1,3664215,True,,LNC_0042,RNC_0040,NC_0040,LANI95_0022,RANI95_0022,ANI95_0022
STRAIN_000611,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000611.fa.gz,3392770,87,233951,True,,LNC_0062,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000612,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000612.fa.gz,3376145,72,620004,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000613,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000613.fa.gz,3167850,93,251684,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000614,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000614.fa.gz,2206088,23,487798,True,,LNC_0075,RNC_0070,NC_0070,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000615,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000615.fa.gz,1931632,1,1931632,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000616,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000616.fa.gz,2098685,1,2098685,True,,LNC_0375,RNC_0360,NC_0360,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000617,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000617.fa.gz,3175351,143,253240,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000618,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000618.fa.gz,3173812,138,194237,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000619,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000619.fa.gz,3166802,136,231117,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000620,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000620.fa.gz,3170582,131,230264,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000621,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000621.fa.gz,3184427,161,151722,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
