strain_entity_id,canonical_genome_path,total_bp,contigs,largest_contig_bp,skani_compatible,exclusion_reason
STRAIN_000825,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000825.fa.gz,2852802,71,328593,True,
STRAIN_000826,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000826.fa.gz,2830936,71,228179,True,
STRAIN_000827,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000827.fa.gz,2945074,63,197864,True,
STRAIN_000828,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000828.fa.gz,3494572,102,369072,True,
STRAIN_000829,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000829.fa.gz,3298267,275,195260,True,
STRAIN_000830,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000830.fa.gz,3218072,65,371799,True,
STRAIN_000831,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000831.fa.gz,3100037,207,169880,True,
STRAIN_000832,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000832.fa.gz,2492570,437,43424,True,
STRAIN_000833,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000833.fa.gz,1887399,333,65112,True,
STRAIN_000834,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000834.fa.gz,2735779,277,156455,True,
STRAIN_000835,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000835.fa.gz,1954162,37,671585,True,
STRAIN_000836,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000836.fa.gz,1968036,568,58967,True,
STRAIN_000837,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000837.fa.gz,2003055,49,388529,True,
STRAIN_000838,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000838.fa.gz,2974503,17,1078729,True,
STRAIN_000839,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000839.fa.gz,3214847,1,3214847,True,
STRAIN_000840,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000840.fa.gz,1897009,1,1897009,True,
STRAIN_000841,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000841.fa.gz,3479648,7,3264284,True,
STRAIN_000842,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000842.fa.gz,3258084,119,213043,True,
STRAIN_000843,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000843.fa.gz,3215766,152,132491,True,
STRAIN_000844,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000844.fa.gz,3316920,80,736591,True,
STRAIN_000845,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000845.fa.gz,2236819,9,854710,True,
STRAIN_000846,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000846.fa.gz,3324561,3,3257538,True,
STRAIN_000847,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000847.fa.gz,3133640,176,236370,True,
STRAIN_000848,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000848.fa.gz,3195259,8,2992100,True,
STRAIN_000849,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000849.fa.gz,3304210,1,3304210,True,
STRAIN_000850,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000850.fa.gz,3577013,84,296122,True,
STRAIN_000851,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000851.fa.gz,2242707,37,362328,True,
STRAIN_000852,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000852.fa.gz,1964219,18,676432,True,
STRAIN_000853,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000853.fa.gz,3218894,145,625427,True,
STRAIN_000854,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000854.fa.gz,3311055,29,638835,True,
STRAIN_000855,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000855.fa.gz,2910708,60,712425,True,
STRAIN_000856,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000856.fa.gz,2170046,146,108264,True,
STRAIN_000857,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000857.fa.gz,3193307,23,528439,True,
STRAIN_000858,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000858.fa.gz,3007263,1,3007263,True,
STRAIN_000859,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000859.fa.gz,3220754,3,3209174,True,
STRAIN_000860,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000860.fa.gz,2477907,1,2477907,True,
STRAIN_000861,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000861.fa.gz,2296011,1,2296011,True,
STRAIN_000862,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000862.fa.gz,3304253,1,3304253,True,
STRAIN_000863,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000863.fa.gz,1817617,112,114673,True,
STRAIN_000864,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000864.fa.gz,3304238,1,3304238,True,
STRAIN_000865,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000865.fa.gz,3300453,2,3260357,True,
STRAIN_000866,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000866.fa.gz,2306390,1,2306390,True,
STRAIN_000867,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000867.fa.gz,3140923,1,3140923,True,
STRAIN_000868,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000868.fa.gz,3309525,34,845029,True,
STRAIN_000869,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000869.fa.gz,2853776,31,472904,True,
STRAIN_000870,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000870.fa.gz,2100168,47,294953,True,
STRAIN_000871,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000871.fa.gz,2060268,1,2060268,True,
STRAIN_000872,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000872.fa.gz,2570071,65,303713,True,
STRAIN_000873,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000873.fa.gz,2944230,105,248158,True,
STRAIN_000874,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000874.fa.gz,2472971,75,474583,True,
STRAIN_000875,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000875.fa.gz,2096828,2,2068737,True,
STRAIN_000876,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000876.fa.gz,2292381,11,792303,True,
STRAIN_000877,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000877.fa.gz,3364894,3,3244418,True,
STRAIN_000878,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000878.fa.gz,2997905,1,2997905,True,
STRAIN_000879,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000879.fa.gz,2991982,2,2945770,True,
STRAIN_000880,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000880.fa.gz,2035536,1,2035536,True,
STRAIN_000881,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000881.fa.gz,2280129,2,2276709,True,
STRAIN_000882,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000882.fa.gz,3432810,5,3234503,True,
STRAIN_000883,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000883.fa.gz,3263602,43,528402,True,
STRAIN_000884,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000884.fa.gz,3329893,13,1693990,True,
STRAIN_000885,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000885.fa.gz,1992024,1,1992024,True,
STRAIN_000886,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000886.fa.gz,3109569,1,3109569,True,
STRAIN_000887,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000887.fa.gz,3248291,4,3196952,True,
STRAIN_000888,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000888.fa.gz,3364924,3,3244437,True,
STRAIN_000889,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000889.fa.gz,2361132,31,432737,True,
STRAIN_000890,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000890.fa.gz,1991561,1,1991561,True,
STRAIN_000891,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000891.fa.gz,2148242,1,2148242,True,
STRAIN_000892,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000892.fa.gz,1945742,75,120495,True,
STRAIN_000893,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000893.fa.gz,2551975,1,2551975,True,
STRAIN_000894,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000894.fa.gz,2218127,17,898808,True,
STRAIN_000895,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000895.fa.gz,2272649,3,2074924,True,
STRAIN_000896,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000896.fa.gz,1978847,1,1978847,True,
STRAIN_000897,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000897.fa.gz,3500604,101,341126,True,
STRAIN_000898,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000898.fa.gz,3169201,6,3033092,True,
STRAIN_000899,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000899.fa.gz,3362211,4,3273990,True,
STRAIN_000900,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000900.fa.gz,1935423,1,1935423,True,
STRAIN_000901,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000901.fa.gz,2375862,244,908942,True,
STRAIN_000902,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000902.fa.gz,3034991,289,86281,True,
STRAIN_000903,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000903.fa.gz,2824505,26,973035,True,
STRAIN_000904,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000904.fa.gz,3074301,71,503140,True,
STRAIN_000905,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000905.fa.gz,2082394,1,2082394,True,
STRAIN_000906,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000906.fa.gz,3156820,40,456491,True,
STRAIN_000907,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000907.fa.gz,2214495,5,1780913,True,
STRAIN_000908,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000908.fa.gz,2893301,375,180564,True,
STRAIN_000909,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000909.fa.gz,3254457,2,3207769,True,
STRAIN_000910,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000910.fa.gz,2881593,98,254229,True,
STRAIN_000911,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000911.fa.gz,1999999,160,676038,True,
STRAIN_000912,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000912.fa.gz,2827526,239,118600,True,
STRAIN_000913,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000913.fa.gz,3368590,4,3198110,True,
STRAIN_000914,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000914.fa.gz,2532858,3,2417727,True,
STRAIN_000915,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000915.fa.gz,3192332,6,3142915,True,
STRAIN_000916,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000916.fa.gz,2427296,108,98012,True,
STRAIN_000917,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000917.fa.gz,3040953,90,434499,True,
STRAIN_000918,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000918.fa.gz,2867618,147,122138,True,
STRAIN_000919,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000919.fa.gz,2767424,132,126762,True,
STRAIN_000920,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000920.fa.gz,3427597,3,3334776,True,
STRAIN_000921,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000921.fa.gz,1859995,1,1859995,True,
STRAIN_000922,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000922.fa.gz,1991978,1,1991978,True,
STRAIN_000923,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000923.fa.gz,2095715,4,1967430,True,
STRAIN_000924,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000924.fa.gz,2981956,5,2952198,True,
STRAIN_000925,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000925.fa.gz,2904588,59,272377,True,
STRAIN_000926,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000926.fa.gz,2595856,153,124220,True,
STRAIN_000927,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000927.fa.gz,3369431,129,572692,True,
STRAIN_000928,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000928.fa.gz,3342342,4,3222005,True,
STRAIN_000929,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000929.fa.gz,2796933,190,126776,True,
STRAIN_000930,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000930.fa.gz,2857052,179,93604,True,
STRAIN_000931,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000931.fa.gz,2039512,1,2039512,True,
STRAIN_000932,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000932.fa.gz,3300604,10,3024111,True,
STRAIN_000933,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000933.fa.gz,2283965,17,1006956,True,
STRAIN_000934,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000934.fa.gz,1962245,114,83249,True,
STRAIN_000935,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000935.fa.gz,3366048,10,3095858,True,
STRAIN_000936,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000936.fa.gz,2251603,3,2225488,True,
STRAIN_000937,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000937.fa.gz,2249437,3,2223332,True,
STRAIN_000938,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000938.fa.gz,3241974,3,3197760,True,
STRAIN_000939,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000939.fa.gz,3202320,105,414808,True,
STRAIN_000940,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000940.fa.gz,2978869,1,2978869,True,
STRAIN_000941,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000941.fa.gz,2187995,145,84839,True,
STRAIN_000942,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000942.fa.gz,3271053,1,3271053,True,
STRAIN_000943,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000943.fa.gz,3007191,1,3007191,True,
STRAIN_000944,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000944.fa.gz,2377811,5,2305485,True,
STRAIN_000945,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000945.fa.gz,3384592,36,629201,True,
STRAIN_000946,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000946.fa.gz,3206383,6,3072759,True,
STRAIN_000947,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000947.fa.gz,2803566,5,2595288,True,
STRAIN_000948,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000948.fa.gz,1786097,119,118933,True,
STRAIN_000949,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000949.fa.gz,3018077,4,2952196,True,
STRAIN_000950,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000950.fa.gz,2313948,1,2313948,True,
STRAIN_000951,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000951.fa.gz,3249511,92,528446,True,
STRAIN_000952,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000952.fa.gz,2695904,3,2538072,True,
STRAIN_000953,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000953.fa.gz,1883210,1,1883210,True,
STRAIN_000955,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000955.fa.gz,1858701,78,132645,True,
STRAIN_000956,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000956.fa.gz,1855460,316,110878,True,
STRAIN_000957,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000957.fa.gz,3474459,246,216183,True,
STRAIN_000958,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000958.fa.gz,3302146,206,216160,True,
STRAIN_000959,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000959.fa.gz,3380287,100,368811,True,
STRAIN_000964,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000964.fa.gz,3199559,74,219988,True,
STRAIN_000967,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000967.fa.gz,1991268,99,135363,True,
STRAIN_000969,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000969.fa.gz,2128522,140,134322,True,
STRAIN_000970,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000970.fa.gz,3232424,74,246548,True,
STRAIN_000975,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000975.fa.gz,1950312,348,82727,True,
STRAIN_000976,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000976.fa.gz,3431399,107,482985,True,
STRAIN_000977,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000977.fa.gz,3437253,4,3291033,True,
STRAIN_000979,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000979.fa.gz,2000628,159,127800,True,
STRAIN_000980,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000980.fa.gz,3348977,9,3108378,True,
STRAIN_000985,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000985.fa.gz,3150648,2,3101896,True,
STRAIN_000988,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000988.fa.gz,2316508,62,208011,True,
STRAIN_000989,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000989.fa.gz,3390218,34,798866,True,
STRAIN_000990,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000990.fa.gz,3451038,43,544542,True,
STRAIN_000991,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000991.fa.gz,2236980,2,2217922,True,
STRAIN_000993,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000993.fa.gz,2371629,1,2371629,True,
STRAIN_000994,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000994.fa.gz,3329459,28,470791,True,
STRAIN_000995,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000995.fa.gz,1944146,1,1944146,True,
STRAIN_000998,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000998.fa.gz,2292605,69,218455,True,
STRAIN_001005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001005.fa.gz,3432966,54,447441,True,
STRAIN_001006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001006.fa.gz,3285094,66,425807,True,
STRAIN_001007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001007.fa.gz,3287673,41,427141,True,
STRAIN_001008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001008.fa.gz,2730625,5,2603898,True,
STRAIN_001009,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001009.fa.gz,1731838,1,1731838,True,
STRAIN_001010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001010.fa.gz,2449019,6,621100,True,
STRAIN_001011,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001011.fa.gz,1911362,82,183442,True,
STRAIN_001012,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001012.fa.gz,2089202,1,2089202,True,
STRAIN_001013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001013.fa.gz,2580023,2,2387729,True,
STRAIN_001014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001014.fa.gz,3301947,118,207540,True,
STRAIN_001015,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001015.fa.gz,2113987,180,109960,True,
STRAIN_001016,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001016.fa.gz,2391925,50,291262,True,
STRAIN_001017,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001017.fa.gz,2832850,1,2832850,True,
STRAIN_001018,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001018.fa.gz,3502047,151,448696,True,
STRAIN_001019,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001019.fa.gz,2471038,15,414116,True,
STRAIN_001021,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001021.fa.gz,3220518,3,3212165,True,
STRAIN_001022,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001022.fa.gz,3072393,126,282856,True,
STRAIN_001023,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001023.fa.gz,2061155,391,101033,True,
STRAIN_001024,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001024.fa.gz,2053229,99,217950,True,
STRAIN_001025,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001025.fa.gz,3350531,167,223761,True,
