strain_entity_id,current_genome_key,primary_accession,gcf_accession,gca_accession,species,strain,taxon_main,taxon_key,assembly_level,culture_collection,isolation_source,isolation_host,isolation_country,isolation_sample_type,legacy_pdb_ids,legacy_genome_uids,culture_collection_ids,local_genome_files,local_genome_file_count,old_paper_count,old_evidence_count,old_clinical_count,old_animal_count,old_in_vitro_count,probiotic_source_tags,matched_evidence_rows_v3,matched_publications_v3,matched_functions_v3,clinical_evidence_v3,animal_evidence_v3,in_vitro_evidence_v3,has_strain_resolved_evidence_v3,registry_accession_candidates,accession_source_columns,identity_match_status,identity_match_method,matched_genome_path,matched_genome_file,matched_genome_accessions,matched_valid_fasta,matched_total_bp,matched_n50,matched_contigs
STRAIN_000040,GCA_021894155.1,GCA_021894155.1,,GCA_021894155.1,Lactiplantibacillus plantarum,IMAU10591,plantarum,plantarum,Scaffold,,,,,,PDB_001007,Lactiplantibacillus plantarum||IMAU10591,,G:\安雄伟论文\数据\genomes\ncbi\GCA_021894155.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_021894155.1,"GCA_021894155.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_021894155.1.fa.gz,GCA_021894155.1.fa.gz,GCA_021894155.1,True,3281998,83582,111
STRAIN_000041,GCA_021894595.1,GCA_021894595.1,,GCA_021894595.1,Lactiplantibacillus plantarum,IMAU10124,plantarum,plantarum,Scaffold,,,,,,PDB_000795,Lactiplantibacillus plantarum||IMAU10124,,G:\安雄伟论文\数据\genomes\ncbi\GCA_021894595.1.fa.gz,1,1,1,0,1,0,,0,0,0,0,0,0,NO,GCA_021894595.1,"GCA_021894595.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_021894595.1.fa.gz,GCA_021894595.1.fa.gz,GCA_021894595.1,True,3256146,58783,202
STRAIN_000042,GCA_021894615.1,GCA_021894615.1,,GCA_021894615.1,Lactiplantibacillus plantarum,IMAU10120,plantarum,plantarum,Scaffold,,,,,,PDB_000796,Lactiplantibacillus plantarum||IMAU10120,,G:\安雄伟论文\数据\genomes\ncbi\GCA_021894615.1.fa.gz,1,1,1,0,1,0,,0,0,0,0,0,0,NO,GCA_021894615.1,"GCA_021894615.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_021894615.1.fa.gz,GCA_021894615.1.fa.gz,GCA_021894615.1,True,3122460,92384,109
STRAIN_000043,GCA_022738455.1,GCA_022738455.1,,GCA_022738455.1,Bifidobacterium longum,Map_122_014,longum,longum,Contig,,,,,,PDB_000988,Bifidobacterium longum||Map_122_014,,G:\安雄伟论文\数据\genomes\ncbi\GCA_022738455.1.fa.gz,1,18,18,0,18,0,,0,0,0,0,0,0,NO,GCA_022738455.1,"GCA_022738455.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_022738455.1.fa.gz,GCA_022738455.1.fa.gz,GCA_022738455.1,True,2245287,5443,584
STRAIN_000044,GCA_022757425.1,GCA_022757425.1,,GCA_022757425.1,Lactobacillus gasseri,MHKL_MAG_00249,gasseri,gasseri,Scaffold,,,,,,PDB_001014,Lactobacillus gasseri||MHKL_MAG_00249,,G:\安雄伟论文\数据\genomes\ncbi\GCA_022757425.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_022757425.1,"GCA_022757425.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_022757425.1.fa.gz,GCA_022757425.1.fa.gz,GCA_022757425.1,True,1539439,17568,144
STRAIN_000045,GCA_023205795.1,GCA_023205795.1,,GCA_023205795.1,Bifidobacterium longum subsp. infantis,PI_004,longum,longum|infantis,,,,,,,PDB_001061,Bifidobacterium longum subsp. infantis||PI_004,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023205795.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023205795.1,"GCA_023205795.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023205795.1.fa.gz,GCA_023205795.1.fa.gz,GCA_023205795.1,True,2604558,2604558,1
STRAIN_000046,GCA_023205815.1,GCA_023205815.1,,GCA_023205815.1,Bifidobacterium longum subsp. infantis,PI_003,longum,longum|infantis,,,,,,,PDB_001060,Bifidobacterium longum subsp. infantis||PI_003,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023205815.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023205815.1,"GCA_023205815.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023205815.1.fa.gz,GCA_023205815.1.fa.gz,GCA_023205815.1,True,2612005,2612005,1
STRAIN_000047,GCA_023205835.1,GCA_023205835.1,,GCA_023205835.1,Bifidobacterium longum subsp. infantis,PI_002,longum,longum|infantis,,,,,,,PDB_001059,Bifidobacterium longum subsp. infantis||PI_002,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023205835.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023205835.1,"GCA_023205835.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023205835.1.fa.gz,GCA_023205835.1.fa.gz,GCA_023205835.1,True,2604549,2604549,1
STRAIN_000048,GCA_023205855.1,GCA_023205855.1,,GCA_023205855.1,Bifidobacterium longum subsp. infantis,BB-02,longum,longum|infantis,,,,,,,PDB_001048,Bifidobacterium longum subsp. infantis||BB-02,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023205855.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023205855.1,"GCA_023205855.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023205855.1.fa.gz,GCA_023205855.1.fa.gz,GCA_023205855.1,True,2758198,2758198,1
STRAIN_000049,GCA_023208035.1,GCA_023208035.1,,GCA_023208035.1,Bifidobacterium longum subsp. infantis,PI_010,longum,longum|infantis,,,,,,,PDB_001067,Bifidobacterium longum subsp. infantis||PI_010,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023208035.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023208035.1,"GCA_023208035.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208035.1.fa.gz,GCA_023208035.1.fa.gz,GCA_023208035.1,True,2609031,2609031,1
STRAIN_000050,GCA_023208055.1,GCA_023208055.1,,GCA_023208055.1,Bifidobacterium longum subsp. infantis,PI_009,longum,longum|infantis,,,,,,,PDB_001066,Bifidobacterium longum subsp. infantis||PI_009,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023208055.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023208055.1,"GCA_023208055.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208055.1.fa.gz,GCA_023208055.1.fa.gz,GCA_023208055.1,True,2604570,2604570,1
STRAIN_000051,GCA_023208075.1,GCA_023208075.1,,GCA_023208075.1,Bifidobacterium longum subsp. infantis,PI_008,longum,longum|infantis,,,,,,,PDB_001065,Bifidobacterium longum subsp. infantis||PI_008,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023208075.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023208075.1,"GCA_023208075.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208075.1.fa.gz,GCA_023208075.1.fa.gz,GCA_023208075.1,True,2612382,2612382,1
STRAIN_000052,GCA_023208095.1,GCA_023208095.1,,GCA_023208095.1,Bifidobacterium longum subsp. infantis,PI_007,longum,longum|infantis,,,,,,,PDB_001064,Bifidobacterium longum subsp. infantis||PI_007,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023208095.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023208095.1,"GCA_023208095.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208095.1.fa.gz,GCA_023208095.1.fa.gz,GCA_023208095.1,True,2604585,2604585,1
STRAIN_000053,GCA_023208115.1,GCA_023208115.1,,GCA_023208115.1,Bifidobacterium longum subsp. infantis,PI_005,longum,longum|infantis,,,,,,,PDB_001062,Bifidobacterium longum subsp. infantis||PI_005,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023208115.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023208115.1,"GCA_023208115.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208115.1.fa.gz,GCA_023208115.1.fa.gz,GCA_023208115.1,True,2614802,2614802,1
STRAIN_000054,GCA_023208135.1,GCA_023208135.1,,GCA_023208135.1,Bifidobacterium longum subsp. infantis,NLS,longum,longum|infantis,,,,,,,PDB_001058,Bifidobacterium longum subsp. infantis||NLS,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023208135.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023208135.1,"GCA_023208135.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208135.1.fa.gz,GCA_023208135.1.fa.gz,GCA_023208135.1,True,2598286,2598286,1
STRAIN_000055,GCA_023208155.1,GCA_023208155.1,,GCA_023208155.1,Bifidobacterium longum subsp. infantis,PI_006,longum,longum|infantis,,,,,,,PDB_001063,Bifidobacterium longum subsp. infantis||PI_006,,G:\安雄伟论文\数据\genomes\ncbi\GCA_023208155.1.fa.gz,1,0,0,0,0,0,Optibac|Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_023208155.1,"GCA_023208155.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208155.1.fa.gz,GCA_023208155.1.fa.gz,GCA_023208155.1,True,2610477,2610477,1
STRAIN_000056,GCA_030339395.1,GCA_030339395.1,,GCA_030339395.1,Lacticaseibacillus rhamnosus,HA-R7970-28,rhamnosus,rhamnosus,Scaffold,,,,,,PDB_001000,Lacticaseibacillus rhamnosus||HA-R7970-28,,G:\安雄伟论文\数据\genomes\ncbi\GCA_030339395.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_030339395.1,"GCA_030339395.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_030339395.1.fa.gz,GCA_030339395.1.fa.gz,GCA_030339395.1,True,2933041,163005,41
STRAIN_000057,GCA_030437975.1,GCA_030437975.1,GCF_030437975.1,GCA_030437975.1,Lactococcus lactis subsp. lactis,KMGR2-43,lactis,lactis|lactis,Complete Genome,,,Food Material,South Korea,Mixed Culture,PDB_000856,Lactococcus lactis subsp. lactis||KMGR2-43,,G:\安雄伟论文\数据\genomes\ncbi\GCA_030437975.1.fa.gz,1,19,19,0,0,0,,0,0,0,0,0,0,NO,GCA_030437975.1 | GCF_030437975.1,"GCA_030437975.1:current_genome_key,primary_accession,gca_accession,local_genome_files || GCF_030437975.1:gcf_accession",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_030437975.1.fa.gz,GCA_030437975.1.fa.gz,GCA_030437975.1,True,2833095,2555628,8
STRAIN_000058,GCA_030451345.1,GCA_030451345.1,,GCA_030451345.1,Lactococcus lactis,14_S28,lactis,lactis,Contig,,,,,,PDB_000993,Lactococcus lactis||14_S28,,G:\安雄伟论文\数据\genomes\ncbi\GCA_030451345.1.fa.gz,1,3,3,0,0,1,,0,0,0,0,0,0,NO,GCA_030451345.1,"GCA_030451345.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_030451345.1.fa.gz,GCA_030451345.1.fa.gz,GCA_030451345.1,True,1589543,3228,527
STRAIN_000059,GCA_030457435.1,GCA_030457435.1,,GCA_030457435.1,Lactiplantibacillus plantarum,99_S6,plantarum,plantarum,Contig,,,,,,PDB_000992,Lactiplantibacillus plantarum||99_S6,,G:\安雄伟论文\数据\genomes\ncbi\GCA_030457435.1.fa.gz,1,3,3,2,0,0,,0,0,0,0,0,0,NO,GCA_030457435.1,"GCA_030457435.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_030457435.1.fa.gz,GCA_030457435.1.fa.gz,GCA_030457435.1,True,1950129,3779,572
STRAIN_000060,GCA_032144055.1,GCA_032144055.1,,GCA_032144055.1,Lactiplantibacillus plantarum,Jb21-11,plantarum,plantarum,Contig,,,,,,PDB_000797,Lactiplantibacillus plantarum||Jb21-11,,G:\安雄伟论文\数据\genomes\ncbi\GCA_032144055.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCA_032144055.1,"GCA_032144055.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_032144055.1.fa.gz,GCA_032144055.1.fa.gz,GCA_032144055.1,True,3319661,92228,79
STRAIN_000061,GCA_032477535.1,GCA_032477535.1,,GCA_032477535.1,Streptococcus thermophilus,N4_139_007G1_dasN4_139_007G1_concoct_2,thermophilus,thermophilus,Contig,,,,,,PDB_000985,Streptococcus thermophilus||N4_139_007G1_dasN4_139_007G1_concoct_2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_032477535.1.fa.gz,1,20,20,0,0,20,,0,0,0,0,0,0,NO,GCA_032477535.1,"GCA_032477535.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_032477535.1.fa.gz,GCA_032477535.1.fa.gz,GCA_032477535.1,True,1137575,2498,512
STRAIN_000062,GCA_033567675.1,GCA_033567675.1,,GCA_033567675.1,Bifidobacterium breve,BS2-PB3,breve,breve,Complete Genome,,,,,,PDB_000803,Bifidobacterium breve||BS2-PB3,,G:\安雄伟论文\数据\genomes\ncbi\GCA_033567675.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCA_033567675.1,"GCA_033567675.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_033567675.1.fa.gz,GCA_033567675.1.fa.gz,GCA_033567675.1,True,2268931,2268931,1
STRAIN_000063,GCA_036281335.1,GCA_036281335.1,,GCA_036281335.1,Lactobacillus acidophilus,6308 Genome sequencing and assembly,acidophilus,acidophilus,Contig,,,,,,PDB_001013,Lactobacillus acidophilus||6308 Genome sequencing and assembly,,G:\安雄伟论文\数据\genomes\ncbi\GCA_036281335.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_036281335.1,"GCA_036281335.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_036281335.1.fa.gz,GCA_036281335.1.fa.gz,GCA_036281335.1,True,2190360,231550,466
STRAIN_000064,GCA_036452655.1,GCA_036452655.1,,GCA_036452655.1,Lactococcus lactis,UW_AWMP_STREP1_12,lactis,lactis,Contig,,,,,,PDB_001019,Lactococcus lactis||UW_AWMP_STREP1_12,,G:\安雄伟论文\数据\genomes\ncbi\GCA_036452655.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_036452655.1,"GCA_036452655.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_036452655.1.fa.gz,GCA_036452655.1.fa.gz,GCA_036452655.1,True,1919017,229765,16
STRAIN_000065,GCA_036728855.1,GCA_036728855.1,,GCA_036728855.1,Limosilactobacillus reuteri,CTOTU7917,reuteri,reuteri,Scaffold,,,,,,PDB_001023,Limosilactobacillus reuteri||CTOTU7917,,G:\安雄伟论文\数据\genomes\ncbi\GCA_036728855.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_036728855.1,"GCA_036728855.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_036728855.1.fa.gz,GCA_036728855.1.fa.gz,GCA_036728855.1,True,1365639,4936,340
STRAIN_000066,GCA_042160085.1,GCA_042160085.1,,GCA_042160085.1,Lactiplantibacillus plantarum,K1,plantarum,plantarum,Contig,,,,,,PDB_000798,Lactiplantibacillus plantarum||K1,,G:\安雄伟论文\数据\genomes\ncbi\GCA_042160085.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCA_042160085.1,"GCA_042160085.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_042160085.1.fa.gz,GCA_042160085.1.fa.gz,GCA_042160085.1,True,3247661,3191749,3
STRAIN_000067,GCA_042645985.1,GCA_042645985.1,,GCA_042645985.1,Lacticaseibacillus rhamnosus,450__bin.7,rhamnosus,rhamnosus,Contig,,,,,,PDB_001001,Lacticaseibacillus rhamnosus||450__bin.7,,G:\安雄伟论文\数据\genomes\ncbi\GCA_042645985.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_042645985.1,"GCA_042645985.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_042645985.1.fa.gz,GCA_042645985.1.fa.gz,GCA_042645985.1,True,2865742,12654,331
STRAIN_000068,GCA_044760245.1,GCA_044760245.1,,GCA_044760245.1,Lactiplantibacillus plantarum,7UC.021,plantarum,plantarum,Contig,,,,,,PDB_000991,Lactiplantibacillus plantarum||7UC.021,,G:\安雄伟论文\数据\genomes\ncbi\GCA_044760245.1.fa.gz,1,5,5,0,0,0,,0,0,0,0,0,0,NO,GCA_044760245.1,"GCA_044760245.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_044760245.1.fa.gz,GCA_044760245.1.fa.gz,GCA_044760245.1,True,3173258,12504,458
STRAIN_000069,GCA_046958455.1,GCA_046958455.1,,GCA_046958455.1,Lactobacillus acidophilus,29-1_01,acidophilus,acidophilus,Scaffold,,,,,,PDB_001012,Lactobacillus acidophilus||29-1_01,,G:\安雄伟论文\数据\genomes\ncbi\GCA_046958455.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_046958455.1,"GCA_046958455.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_046958455.1.fa.gz,GCA_046958455.1.fa.gz,GCA_046958455.1,True,1896799,12885,233
STRAIN_000070,GCA_047445175.1,GCA_047445175.1,,GCA_047445175.1,Lacticaseibacillus rhamnosus,LAB3,rhamnosus,rhamnosus,Contig,,,,,,PDB_000800,Lacticaseibacillus rhamnosus||LAB3,,G:\安雄伟论文\数据\genomes\ncbi\GCA_047445175.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCA_047445175.1,"GCA_047445175.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_047445175.1.fa.gz,GCA_047445175.1.fa.gz,GCA_047445175.1,True,2966912,2939598,6
STRAIN_000071,GCA_051388735.1,GCA_051388735.1,,GCA_051388735.1,Lactobacillus acidophilus,FGSYC48L79,acidophilus,acidophilus,Contig,,,,,,PDB_001010,Lactobacillus acidophilus||FGSYC48L79,,G:\安雄伟论文\数据\genomes\ncbi\.quarantine_20260804\repair_20260804\GCA_051388735.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCA_051388735.1.fa.gz,2,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_051388735.1,"GCA_051388735.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388735.1.fa.gz,GCA_051388735.1.fa.gz,GCA_051388735.1,True,1990372,35950,117
STRAIN_000072,GCA_051388815.1,GCA_051388815.1,,GCA_051388815.1,Lactobacillus acidophilus,FZJTZ18L25,acidophilus,acidophilus,Contig,,,,,,PDB_001011,Lactobacillus acidophilus||FZJTZ18L25,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051388815.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_051388815.1,"GCA_051388815.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388815.1.fa.gz,GCA_051388815.1.fa.gz,GCA_051388815.1,True,2115420,38211,134
STRAIN_000073,GCA_052109995.1,GCA_052109995.1,,GCA_052109995.1,Lactococcus lactis,AOP14_B2_coeur _bin _3,lactis,lactis,Scaffold,,,,,,PDB_000986,Lactococcus lactis||AOP14_B2_coeur _bin _3,,G:\安雄伟论文\数据\genomes\ncbi\GCA_052109995.1.fa.gz,1,19,19,0,0,0,,0,0,0,0,0,0,NO,GCA_052109995.1,"GCA_052109995.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_052109995.1.fa.gz,GCA_052109995.1.fa.gz,GCA_052109995.1,True,1948634,34528,96
STRAIN_000074,GCA_052284685.1,GCA_052284685.1,,GCA_052284685.1,Streptococcus thermophilus,gSpreadC_ID_1023,thermophilus,thermophilus,Scaffold,,,,,,PDB_001025,Streptococcus thermophilus||gSpreadC_ID_1023,,G:\安雄伟论文\数据\genomes\ncbi\.quarantine_20260804\repair_20260804\GCA_052284685.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCA_052284685.1.fa.gz,2,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_052284685.1,"GCA_052284685.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_052284685.1.fa.gz,GCA_052284685.1.fa.gz,GCA_052284685.1,True,1499598,11802,190
STRAIN_000075,GCA_053901865.1,GCA_053901865.1,,GCA_053901865.1,Limosilactobacillus fermentum,ip-6,fermentum,fermentum,Contig,,,,,,PDB_001020,Limosilactobacillus fermentum||ip-6,,G:\安雄伟论文\数据\genomes\ncbi\.quarantine_20260804\repair_20260804\GCA_053901865.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCA_053901865.1.fa.gz,2,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_053901865.1,"GCA_053901865.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_053901865.1.fa.gz,GCA_053901865.1.fa.gz,GCA_053901865.1,True,2018725,13952,220
STRAIN_000076,GCA_054852885.1,GCA_054852885.1,,GCA_054852885.1,Streptococcus thermophilus,MGB33_2,thermophilus,thermophilus,Scaffold,,,,,,PDB_001027,Streptococcus thermophilus||MGB33_2,,G:\安雄伟论文\数据\genomes\ncbi\.quarantine_20260804\repair_20260804\GCA_054852885.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCA_054852885.1.fa.gz,2,1,1,0,0,0,,0,0,0,0,0,0,NO,GCA_054852885.1,"GCA_054852885.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_054852885.1.fa.gz,GCA_054852885.1.fa.gz,GCA_054852885.1,True,2205182,16732,963
STRAIN_000077,GCA_900519135.1,GCA_900519135.1,GCF_900519135.1,GCA_900519135.1,Bifidobacterium longum,1,longum,longum,Contig,,,,,,PDB_001045,Bifidobacterium longum||1,,G:\安雄伟论文\数据\genomes\ncbi\GCA_900519135.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCA_900519135.1 | GCF_900519135.1,"GCA_900519135.1:current_genome_key,primary_accession,gca_accession,local_genome_files || GCF_900519135.1:gcf_accession",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_900519135.1.fa.gz,GCA_900519135.1.fa.gz,GCA_900519135.1,True,2206088,347030,23
STRAIN_000078,GCA_925297675.1,GCA_925297675.1,,GCA_925297675.1,Bifidobacterium longum subsp. longum,IM810,longum,longum|longum,,,,,Slovenia,,PDB_001079,Bifidobacterium longum subsp. longum||IM810,,G:\安雄伟论文\数据\genomes\ncbi\GCA_925297675.1.fa.gz,1,0,0,0,0,0,Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_925297675.1,"GCA_925297675.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_925297675.1.fa.gz,GCA_925297675.1.fa.gz,GCA_925297675.1,True,2320602,199815,41
STRAIN_000079,GCA_925297865.1,GCA_925297865.1,,GCA_925297865.1,Bifidobacterium longum subsp. infantis,IM217,longum,longum|infantis,,,,,Slovenia,,PDB_001057,Bifidobacterium longum subsp. infantis||IM217,,G:\安雄伟论文\数据\genomes\ncbi\GCA_925297865.1.fa.gz,1,0,0,0,0,0,Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCA_925297865.1,"GCA_925297865.1:current_genome_key,primary_accession,gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_925297865.1.fa.gz,GCA_925297865.1.fa.gz,GCA_925297865.1,True,2518893,96907,97
