genome_file,genome_path,file_size_bytes,accession_from_filename,accession_base,valid_fasta,contigs,total_bp,n50,largest_contig,smallest_contig,gc_percent,n_percent,error,all_path_accessions,all_path_accession_bases,n_path_accessions
GCA_000192705.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000192705.1.fa.gz,735603,GCA_000192705.1,GCA_000192705,True,6,2518737,2399458,2399458,2262,35.1323,0.0,,GCA_000192705.1,GCA_000192705,1
GCA_000194765.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000194765.1.fa.gz,931347,GCA_000194765.1,GCA_000194765,True,2,3127288,3069926,3069926,57362,46.2897,3.2e-05,,GCA_000194765.1,GCA_000194765,1
GCA_000194785.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000194785.1.fa.gz,915346,GCA_000194785.1,GCA_000194785,True,2,3077434,3039042,3039042,38392,46.3139,0.0,,GCA_000194785.1,GCA_000194785,1
GCA_000195375.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000195375.2.fa.gz,784814,GCA_000195375.2,GCA_000195375,True,2543,2524513,1467,16111,200,46.8722,0.00507,,GCA_000195375.2,GCA_000195375,1
GCA_000195575.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000195575.1.fa.gz,787248,GCA_000195575.1,GCA_000195575,True,2,2685399,2635294,2635294,50105,35.1824,0.0,,GCA_000195575.1,GCA_000195575,1
GCA_000195775.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000195775.2.fa.gz,1571580,GCA_000195775.2,GCA_000195775,True,2,5467641,5459214,5459214,8427,65.0311,0.0,,GCA_000195775.2,GCA_000195775,1
GCA_000196175.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000196175.1.fa.gz,1124832,GCA_000196175.1,GCA_000196175,True,1,3782950,3782950,3782950,3782950,50.6455,0.0,,GCA_000196175.1,GCA_000196175,1
GCA_000196555.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000196555.1.fa.gz,700583,GCA_000196555.1,GCA_000196555,True,1,2385164,2385164,2385164,2385164,60.3297,0.0,,GCA_000196555.1,GCA_000196555,1
GCA_000196575.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000196575.1.fa.gz,708602,GCA_000196575.1,GCA_000196575,True,3,2408831,2400312,2400312,3624,60.0753,0.0,,GCA_000196575.1,GCA_000196575,1
GCA_000196735.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000196735.1.fa.gz,1175179,GCA_000196735.1,GCA_000196735,True,1,3980199,3980199,3980199,3980199,46.0823,0.0,,GCA_000196735.1,GCA_000196735,1
GCA_000203855.3.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000203855.3.fa.gz,999266,GCA_000203855.3,GCA_000203855,True,4,3348624,3308273,3308273,1917,44.4177,0.0,,GCA_000203855.3,GCA_000203855,1
GCA_000210755.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000210755.1.fa.gz,700477,GCA_000210755.1,GCA_000210755,True,1,2384987,2384987,2384987,2384987,59.9273,0.520003,,GCA_000210755.1,GCA_000210755,1
GCA_000214785.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000214785.1.fa.gz,692683,GCA_000214785.1,GCA_000214785,True,3,2354088,2113023,2113023,46296,37.3558,0.0,,GCA_000214785.1,GCA_000214785,1
GCA_000219455.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000219455.1.fa.gz,707056,GCA_000219455.1,GCA_000219455,True,3,2395764,2385301,2385301,4233,59.8187,0.000167,,GCA_000219455.1,GCA_000219455,1
GCA_000219805.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000219805.1.fa.gz,422669,GCA_000219805.1,GCA_000219805,True,2,1441470,1422478,1422478,18992,35.4992,0.0,,GCA_000219805.1,GCA_000219805,1
GCA_000220135.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000220135.1.fa.gz,716145,GCA_000220135.1,GCA_000220135,True,1,2422684,2422684,2422684,2422684,58.7332,0.0,,GCA_000220135.1,GCA_000220135,1
GCA_000220885.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000220885.1.fa.gz,567870,GCA_000220885.1,GCA_000220885,True,1,1943113,1943113,1943113,1943113,60.4854,0.0,,GCA_000220885.1,GCA_000220885,1
GCA_000224965.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000224965.2.fa.gz,566990,GCA_000224965.2,GCA_000224965,True,1,1938583,1938583,1938583,1938583,60.4829,0.0,,GCA_000224965.2,GCA_000224965,1
GCA_000225385.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000225385.2.fa.gz,687665,GCA_000225385.2,GCA_000225385,True,6,2325981,1300035,1300035,20890,39.4373,0.0,,GCA_000225385.2,GCA_000225385,1
GCA_000226175.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000226175.2.fa.gz,710561,GCA_000226175.2,GCA_000226175,True,47,2386233,120640,294354,282,58.6129,0.000503,,GCA_000226175.2,GCA_000226175,1
GCA_000226235.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000226235.1.fa.gz,858482,GCA_000226235.1,GCA_000226235,True,188,2860691,27434,133793,212,46.5882,0.376832,,GCA_000226235.1,GCA_000226235,1
GCA_000227485.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000227485.1.fa.gz,1188470,GCA_000227485.1,GCA_000227485,True,1,4011949,4011949,4011949,4011949,43.8666,0.0,,GCA_000227485.1,GCA_000227485,1
GCA_000235785.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000235785.2.fa.gz,864381,GCA_000235785.2,GCA_000235785,True,10,2900620,687643,983797,4309,46.7248,0.0,,GCA_000235785.2,GCA_000235785,1
GCA_000236455.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000236455.2.fa.gz,617718,GCA_000236455.2,GCA_000236455,True,3,2091243,1943635,1943635,9093,38.7526,0.000287,,GCA_000236455.2,GCA_000236455,1
GCA_000236475.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000236475.1.fa.gz,751091,GCA_000236475.1,GCA_000236475,True,5,2577104,2452616,2452616,3978,35.8574,0.0,,GCA_000236475.1,GCA_000236475,1
GCA_000247735.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000247735.2.fa.gz,958106,GCA_000247735.2,GCA_000247735,True,10,3207224,786373,832807,12018,44.5644,0.000405,,GCA_000247735.2,GCA_000247735,1
GCA_000248095.3.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000248095.3.fa.gz,717218,GCA_000248095.3,GCA_000248095,True,2,2434610,2326299,2326299,108311,46.1033,0.0,,GCA_000248095.3,GCA_000248095,1
GCA_000253395.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000253395.1.fa.gz,570023,GCA_000253395.1,GCA_000253395,True,1,1929905,1929905,1929905,1929905,38.9208,0.0,,GCA_000253395.1,GCA_000253395,1
GCA_000260715.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000260715.1.fa.gz,565532,GCA_000260715.1,GCA_000260715,True,1,1932693,1932693,1932693,1932693,60.4744,0.0,,GCA_000260715.1,GCA_000260715,1
GCA_000262325.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000262325.2.fa.gz,1766601,GCA_000262325.2,GCA_000262325,True,2,6019547,5962570,5962570,56977,59.9549,0.0,,GCA_000262325.2,GCA_000262325,1
GCA_000262675.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000262675.1.fa.gz,547512,GCA_000262675.1,GCA_000262675,True,1,1848520,1848520,1848520,1848520,39.057,0.0,,GCA_000262675.1,GCA_000262675,1
GCA_000265095.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000265095.1.fa.gz,647496,GCA_000265095.1,GCA_000265095,True,1,2223664,2223664,2223664,2223664,62.6482,0.0,,GCA_000265095.1,GCA_000265095,1
GCA_000269965.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000269965.1.fa.gz,832309,GCA_000269965.1,GCA_000269965,True,1,2828958,2828958,2828958,2828958,59.8641,0.0,,GCA_000269965.1,GCA_000269965,1
GCA_000277325.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000277325.1.fa.gz,566903,GCA_000277325.1,GCA_000277325,True,1,1938595,1938595,1938595,1938595,60.4828,0.0,,GCA_000277325.1,GCA_000277325,1
GCA_000277345.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000277345.1.fa.gz,566990,GCA_000277345.1,GCA_000277345,True,1,1938822,1938822,1938822,1938822,60.4819,0.0,,GCA_000277345.1,GCA_000277345,1
GCA_000283495.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000283495.2.fa.gz,726261,GCA_000283495.2,GCA_000283495,True,1,2474718,2474718,2474718,2474718,52.798,0.397419,,GCA_000283495.2,GCA_000283495,1
GCA_000283615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000283615.1.fa.gz,753809,GCA_000283615.1,GCA_000283615,True,1,2562720,2562720,2562720,2562720,36.0411,0.0,,GCA_000283615.1,GCA_000283615,1
GCA_000286295.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000286295.1.fa.gz,715867,GCA_000286295.1,GCA_000286295,True,7,2426359,1489429,1489429,4169,39.5177,0.002514,,GCA_000286295.1,GCA_000286295,1
GCA_000304215.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000304215.1.fa.gz,636847,GCA_000304215.1,GCA_000304215,True,1,2167304,2167304,2167304,2167304,60.0536,0.0,,GCA_000304215.1,GCA_000304215,1
GCA_000309565.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000309565.2.fa.gz,865317,GCA_000309565.2,GCA_000309565,True,1,2907892,2907892,2907892,2907892,46.4442,0.0,,GCA_000309565.2,GCA_000309565,1
GCA_000312685.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000312685.1.fa.gz,713319,GCA_000312685.1,GCA_000312685,True,9,2457347,2250427,2250427,4263,35.7396,0.0,,GCA_000312685.1,GCA_000312685,1
GCA_000318035.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000318035.1.fa.gz,932358,GCA_000318035.1,GCA_000318035,True,2,3132096,3075780,3075780,56316,46.2921,3.2e-05,,GCA_000318035.1,GCA_000318035,1
GCA_000321395.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000321395.1.fa.gz,1197801,GCA_000321395.1,GCA_000321395,True,1,4043754,4043754,4043754,4043754,43.8659,0.0,,GCA_000321395.1,GCA_000321395,1
GCA_000335515.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000335515.1.fa.gz,481861,GCA_000335515.1,GCA_000335515,True,143,1609365,23098,76153,200,39.3084,0.0,,GCA_000335515.1,GCA_000335515,1
GCA_000338115.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000338115.2.fa.gz,984993,GCA_000338115.2,GCA_000338115,True,4,3299755,3203964,3203964,15167,44.4932,0.0,,GCA_000338115.2,GCA_000338115,1
GCA_000344575.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000344575.1.fa.gz,706264,GCA_000344575.1,GCA_000344575,True,1,2421471,2421471,2421471,2421471,35.1043,0.0,,GCA_000344575.1,GCA_000344575,1
GCA_000344745.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000344745.1.fa.gz,1248546,GCA_000344745.1,GCA_000344745,True,1,4215610,4215610,4215610,4215610,43.5147,0.0,,GCA_000344745.1,GCA_000344745,1
GCA_000347695.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000347695.1.fa.gz,673675,GCA_000347695.1,GCA_000347695,True,1,2291643,2291643,2291643,2291643,60.1107,0.0,,GCA_000347695.1,GCA_000347695,1
GCA_000349795.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000349795.1.fa.gz,1191079,GCA_000349795.1,GCA_000349795,True,1,4021944,4021944,4021944,4021944,43.8889,0.0,,GCA_000349795.1,GCA_000349795,1
GCA_000359625.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000359625.1.fa.gz,771971,GCA_000359625.1,GCA_000359625,True,10,2587877,2395134,2395134,5866,45.585,0.0,,GCA_000359625.1,GCA_000359625,1
GCA_000388095.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000388095.2.fa.gz,922840,GCA_000388095.2,GCA_000388095,True,2,3102374,3042753,3042753,59621,46.3021,0.041936,,GCA_000388095.2,GCA_000388095,1
GCA_000389675.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000389675.2.fa.gz,581861,GCA_000389675.2,GCA_000389675,True,1,1991579,1991579,1991579,1991579,34.7063,0.0,,GCA_000389675.2,GCA_000389675,1
GCA_000392485.2.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000392485.2.fa.gz,967274,GCA_000392485.2,GCA_000392485,True,8,3246630,3035719,3035719,8686,44.5546,0.0,,GCA_000392485.2,GCA_000392485,1
GCA_000397165.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000397165.1.fa.gz,610529,GCA_000397165.1,GCA_000397165,True,1,2064620,2064620,2064620,2064620,51.6725,0.0,,GCA_000397165.1,GCA_000397165,1
GCA_000400585.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000400585.1.fa.gz,931849,GCA_000400585.1,GCA_000400585,True,2,3128276,3068655,3068655,59621,46.2824,0.054343,,GCA_000400585.1,GCA_000400585,1
GCA_000410995.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000410995.1.fa.gz,619017,GCA_000410995.1,GCA_000410995,True,7,2093275,1947706,1947706,6499,38.9292,0.0,,GCA_000410995.1,GCA_000410995,1
GCA_000412205.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000412205.1.fa.gz,1002578,GCA_000412205.1,GCA_000412205,True,11,3361015,3044678,3044678,6464,44.3452,0.0,,GCA_000412205.1,GCA_000412205,1
GCA_000414215.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000414215.2.fa.gz,568426,GCA_000414215.2,GCA_000414215,True,1,1944036,1944036,1944036,1944036,60.4891,0.0,,GCA_000414215.2,GCA_000414215,1
GCA_000414365.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000414365.1.fa.gz,1022132,GCA_000414365.1,GCA_000414365,True,218,3417091,247917,465584,545,46.3133,2.9e-05,,GCA_000414365.1,GCA_000414365,1
GCA_000418475.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000418475.1.fa.gz,856715,GCA_000418475.1,GCA_000418475,True,1,2883376,2883376,2883376,2883376,46.7941,0.0,,GCA_000418475.1,GCA_000418475,1
GCA_000418515.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000418515.1.fa.gz,935985,GCA_000418515.1,GCA_000418515,True,2,3143369,3113601,3113601,29768,46.2234,0.0,,GCA_000418515.1,GCA_000418515,1
GCA_000422165.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000422165.1.fa.gz,651162,GCA_000422165.1,GCA_000422165,True,1,2225962,2225962,2225962,2225962,36.9257,0.0,,GCA_000422165.1,GCA_000422165,1
GCA_000439275.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000439275.1.fa.gz,632254,GCA_000439275.1,GCA_000439275,True,1,2145445,2145445,2145445,2145445,38.7787,0.0,,GCA_000439275.1,GCA_000439275,1
GCA_000466525.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000466525.1.fa.gz,644635,GCA_000466525.1,GCA_000466525,True,27,2201251,210245,272948,563,62.6809,0.122658,,GCA_000466525.1,GCA_000466525,1
GCA_000466785.3.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000466785.3.fa.gz,686165,GCA_000466785.3,GCA_000466785,True,2,2330492,2297851,2297851,32641,50.6063,0.0,,GCA_000466785.3,GCA_000466785,1
GCA_000466905.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/.quarantine_20260804/repair_20260804/GCA_000466905.1.fa.gz,0,GCA_000466905.1,GCA_000466905,False,0,0,0,0,0,,,error('Error -3 while decompressing data: invalid block type'),GCA_000466905.1,GCA_000466905,1
GCA_000466905.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000466905.1.fa.gz,957246,GCA_000466905.1,GCA_000466905,True,595,3068696,8958,67226,1008,44.7366,0.0,,GCA_000466905.1,GCA_000466905,1
GCA_000468955.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000468955.1.fa.gz,708786,GCA_000468955.1,GCA_000468955,True,1,2427048,2427048,2427048,2427048,35.744,0.0,,GCA_000468955.1,GCA_000468955,1
GCA_000469365.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000469365.1.fa.gz,744699,GCA_000469365.1,GCA_000469365,True,86,2473047,57374,176320,206,45.9484,0.214311,,GCA_000469365.1,GCA_000469365,1
GCA_000469745.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000469745.1.fa.gz,584519,GCA_000469745.1,GCA_000469745,True,27,1991758,234673,552040,1033,34.59,0.140228,,GCA_000469745.1,GCA_000469745,1
GCA_000471945.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000471945.1.fa.gz,573829,GCA_000471945.1,GCA_000471945,True,1,1963012,1963012,1963012,1963012,60.6307,0.0,,GCA_000471945.1,GCA_000471945,1
GCA_000472265.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000472265.1.fa.gz,543982,GCA_000472265.1,GCA_000472265,True,250,1815647,28894,73860,200,52.5518,0.063559,,GCA_000472265.1,GCA_000472265,1
GCA_000473935.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000473935.1.fa.gz,887761,GCA_000473935.1,GCA_000473935,True,145,2925584,38150,111877,204,45.0557,0.171009,,GCA_000473935.1,GCA_000473935,1
GCA_000477515.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000477515.1.fa.gz,765756,GCA_000477515.1,GCA_000477515,True,116,2566297,2099664,2099664,849,49.6568,0.0,,GCA_000477515.1,GCA_000477515,1
GCA_000478255.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000478255.2.fa.gz,756563,GCA_000478255.2,GCA_000478255,True,2,2592264,2554693,2554693,37571,34.8754,0.0,,GCA_000478255.2,GCA_000478255,1
GCA_000478525.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000478525.1.fa.gz,711359,GCA_000478525.1,GCA_000478525,True,13,2330229,423575,491948,718,60.3797,0.0,,GCA_000478525.1,GCA_000478525,1
GCA_000479375.3.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000479375.3.fa.gz,806646,GCA_000479375.3,GCA_000479375,True,7,2760872,2589250,2589250,870,35.3241,0.0,,GCA_000479375.3,GCA_000479375,1
GCA_000496265.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000496265.1.fa.gz,529578,GCA_000496265.1,GCA_000496265,True,1,1789138,1789138,1789138,1789138,37.3028,0.0,,GCA_000496265.1,GCA_000496265,1
GCA_000497735.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000497735.1.fa.gz,698810,GCA_000497735.1,GCA_000497735,True,1,2372966,2372966,2372966,2372966,60.0426,0.142269,,GCA_000497735.1,GCA_000497735,1
GCA_000497795.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000497795.1.fa.gz,582675,GCA_000497795.1,GCA_000497795,True,124,1970999,45126,136903,202,34.6487,0.0,,GCA_000497795.1,GCA_000497795,1
GCA_000508405.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000508405.1.fa.gz,776923,GCA_000508405.1,GCA_000508405,True,183,2592265,29381,136659,231,47.1376,0.0,,GCA_000508405.1,GCA_000508405,1
GCA_000510825.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000510825.1.fa.gz,958549,GCA_000510825.1,GCA_000510825,True,162,3186676,53770,228744,1063,46.1958,0.017448,,GCA_000510825.1,GCA_000510825,1
GCA_000521285.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000521285.1.fa.gz,517867,GCA_000521285.1,GCA_000521285,True,5,1753460,1736780,1736780,3331,38.9012,0.22447,,GCA_000521285.1,GCA_000521285,1
GCA_000521305.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000521305.1.fa.gz,527017,GCA_000521305.1,GCA_000521305,True,4,1782129,1778760,1778760,976,38.8897,0.368604,,GCA_000521305.1,GCA_000521305,1
GCA_000521325.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000521325.1.fa.gz,540189,GCA_000521325.1,GCA_000521325,True,6,1828225,1820209,1820209,952,38.9394,0.327804,,GCA_000521325.1,GCA_000521325,1
GCA_000525715.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000525715.1.fa.gz,548080,GCA_000525715.1,GCA_000525715,True,1,1871119,1871119,1871119,1871119,37.0168,0.0,,GCA_000525715.1,GCA_000525715,1
GCA_000568895.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000568895.1.fa.gz,663661,GCA_000568895.1,GCA_000568895,True,6,2240722,1121499,1121499,1495,58.8538,0.0,,GCA_000568895.1,GCA_000568895,1
GCA_000568975.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000568975.1.fa.gz,677261,GCA_000568975.1,GCA_000568975,True,1,2288919,2288919,2288919,2288919,58.6523,4.4e-05,,GCA_000568975.1,GCA_000568975,1
GCA_000569035.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000569035.1.fa.gz,685316,GCA_000569035.1,GCA_000569035,True,1,2315904,2315904,2315904,2315904,58.7125,0.0,,GCA_000569035.1,GCA_000569035,1
GCA_000572065.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000572065.1.fa.gz,529001,GCA_000572065.1,GCA_000572065,True,7,1789314,1782640,1782640,604,38.8839,0.35047,,GCA_000572065.1,GCA_000572065,1
GCA_000572095.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000572095.1.fa.gz,558277,GCA_000572095.1,GCA_000572095,True,16,1889556,1834035,1834035,613,38.8806,0.386334,,GCA_000572095.1,GCA_000572095,1
GCA_000582665.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000582665.1.fa.gz,909618,GCA_000582665.1,GCA_000582665,True,5,3064279,2938059,2938059,3833,46.4529,0.0,,GCA_000582665.1,GCA_000582665,1
GCA_000604145.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000604145.1.fa.gz,882158,GCA_000604145.1,GCA_000604145,True,186,2928189,33159,140193,203,44.7548,0.0,,GCA_000604145.1,GCA_000604145,1
GCA_000612705.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000612705.1.fa.gz,569771,GCA_000612705.1,GCA_000612705,True,77,1959887,1923368,1923368,102,60.4896,1.202467,,GCA_000612705.1,GCA_000612705,1
GCA_000615205.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000615205.1.fa.gz,835959,GCA_000615205.1,GCA_000615205,True,178,2780019,38203,126593,501,47.7472,0.0,,GCA_000615205.1,GCA_000615205,1
GCA_000615245.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000615245.1.fa.gz,880007,GCA_000615245.1,GCA_000615245,True,63,2934843,90368,202159,610,46.6799,0.0,,GCA_000615245.1,GCA_000615245,1
GCA_000695895.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000695895.1.fa.gz,564343,GCA_000695895.1,GCA_000695895,True,1,1931057,1931057,1931057,1931057,60.4837,0.0,,GCA_000695895.1,GCA_000695895,1
GCA_000698885.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000698885.1.fa.gz,546576,GCA_000698885.1,GCA_000698885,True,1,1845495,1845495,1845495,1845495,39.0589,0.0,,GCA_000698885.1,GCA_000698885,1
GCA_000699465.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000699465.1.fa.gz,1240500,GCA_000699465.1,GCA_000699465,True,1,4188369,4188369,4188369,4188369,43.4964,0.0,,GCA_000699465.1,GCA_000699465,1
GCA_000699525.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000699525.1.fa.gz,1241986,GCA_000699525.1,GCA_000699525,True,1,4193640,4193640,4193640,4193640,43.4845,0.0,,GCA_000699525.1,GCA_000699525,1
GCA_000702865.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000702865.1.fa.gz,603606,GCA_000702865.1,GCA_000702865,True,10,2051152,730861,824571,1222,59.4083,0.0,,GCA_000702865.1,GCA_000702865,1
GCA_000706705.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000706705.1.fa.gz,1198151,GCA_000706705.1,GCA_000706705,True,1,4039155,4039155,4039155,4039155,43.848,0.0,,GCA_000706705.1,GCA_000706705,1
GCA_000708005.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000708005.1.fa.gz,691233,GCA_000708005.1,GCA_000708005,True,23,2328179,362431,548016,203,56.2959,0.0,,GCA_000708005.1,GCA_000708005,1
GCA_000708735.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000708735.1.fa.gz,2814,GCA_000708735.1,GCA_000708735,True,25,7264,287,440,213,40.4323,0.0,,GCA_000708735.1,GCA_000708735,1
GCA_000712495.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000712495.1.fa.gz,907473,GCA_000712495.1,GCA_000712495,True,83,3031620,84454,194806,752,46.6164,3.3e-05,,GCA_000712495.1,GCA_000712495,1
GCA_000712555.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000712555.1.fa.gz,612205,GCA_000712555.1,GCA_000712555,True,25,2066054,245555,628010,209,38.5272,0.344134,,GCA_000712555.1,GCA_000712555,1
GCA_000730125.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000730125.1.fa.gz,761298,GCA_000730125.1,GCA_000730125,True,38,2564809,179236,315514,479,59.3936,0.025304,,GCA_000730125.1,GCA_000730125,1
GCA_000731855.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000731855.1.fa.gz,993332,GCA_000731855.1,GCA_000731855,True,33,3324076,207479,489345,354,44.3209,0.0,,GCA_000731855.1,GCA_000731855,1
GCA_000736295.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/.quarantine_20260804/repair_20260804/GCA_000736295.2.fa.gz,0,GCA_000736295.2,GCA_000736295,False,0,0,0,0,0,,,error('Error -3 while decompressing data: too many length or distance symbols'),GCA_000736295.2,GCA_000736295,1
GCA_000736295.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_000736295.2.fa.gz,815037,GCA_000736295.2,GCA_000736295,True,303,3282860,43190,185255,1682,47.816,22.608427,,GCA_000736295.2,GCA_000736295,1
