strain_entity_id,canonical_genome_path,total_bp_x,contigs,largest_contig_bp_x,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block,source_genome_path,normalized_genome_path,n_contigs,total_bp_y,largest_contig_bp_y,normalization_status,parse_status,n_genes,n_contigs_with_genes,partial_genes,internal_stop_proteins,coordinate_length_mismatches,median_protein_length_aa,partial_gene_fraction,gene_call_qc,global_gene_count_extreme,stage02_1_decision
STRAIN_000054,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000054.fa.gz,2598286,1,2598286,True,,LNC_0010,RNC_0011,NC_0011,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000054.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000054.fna.gz,1,2598286,2598286,PASS,PASS,2235,1,1,0,0,293.0,0.0004474272930648,PASS,False,KEEP
STRAIN_000055,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000055.fa.gz,2610477,1,2610477,True,,LNC_0010,RNC_0011,NC_0011,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000055.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000055.fna.gz,1,2610477,2610477,PASS,PASS,2243,1,2,0,0,293.0,0.0008916629514043,PASS,False,KEEP
STRAIN_000056,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000056.fa.gz,2933041,41,363117,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000056.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000056.fna.gz,41,2933041,363117,PASS,PASS,2753,41,30,0,0,265.0,0.0108972030512168,PASS,False,KEEP
STRAIN_000057,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000057.fa.gz,2833095,8,2555628,True,,LNC_0124,RNC_0118,NC_0118,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000057.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000057.fna.gz,8,2833095,2555628,PASS,PASS,2773,8,11,0,0,242.0,0.0039668229354489,PASS,False,KEEP
STRAIN_000058,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000058.fa.gz,1589543,527,10427,True,,LNC_0125,RNC_0119,NC_0119,LANI95_0030,RANI95_0031,ANI95_0031,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000058.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000058.fna.gz,527,1589543,10427,PASS,PASS,1663,527,507,0,0,243.0,0.3048707155742634,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000059,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000059.fa.gz,1950129,572,14879,True,,LNC_0126,RNC_0120,NC_0120,LANI95_0031,RANI95_0032,ANI95_0032,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000059.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000059.fna.gz,572,1950129,14879,PASS,PASS,2270,572,762,0,0,213.0,0.3356828193832599,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000060,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000060.fa.gz,3319661,79,314556,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000060.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000060.fna.gz,79,3319661,314556,PASS,PASS,3390,77,113,0,0,233.0,0.0333333333333333,PASS,False,KEEP
STRAIN_000061,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000061.fa.gz,1137575,512,14288,True,,LNC_0127,RNC_0121,NC_0121,LANI95_0032,RANI95_0033,ANI95_0033,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000061.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000061.fna.gz,512,1137575,14288,PASS,PASS,1618,512,804,0,0,164.0,0.4969097651421508,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000062,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000062.fa.gz,2268931,1,2268931,True,,LNC_0036,RNC_0037,NC_0037,LANI95_0012,RANI95_0012,ANI95_0012,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000062.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000062.fna.gz,1,2268931,2268931,PASS,PASS,2030,1,2,0,0,279.0,0.0009852216748768,PASS,False,KEEP
STRAIN_000063,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000063.fa.gz,2190360,466,671042,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000063.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000063.fna.gz,466,2190360,671042,PASS,PASS,2279,355,386,0,0,221.0,0.1693725318121983,PASS,False,KEEP
STRAIN_000064,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000064.fa.gz,1919017,16,335668,True,,LNC_0128,RNC_0122,NC_0122,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000064.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000064.fna.gz,16,1919017,335668,PASS,PASS,1949,16,13,0,0,240.0,0.0066700872242175,PASS,False,KEEP
STRAIN_000065,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000065.fa.gz,1365639,340,15340,True,,LNC_0129,RNC_0123,NC_0123,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000065.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000065.fna.gz,340,1365639,15340,PASS,PASS,1502,340,465,0,0,239.5,0.3095872170439414,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000066,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000066.fa.gz,3247661,3,3191749,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000066.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000066.fna.gz,3,3247661,3191749,PASS,PASS,3280,3,1,0,0,233.5,0.0003048780487804,PASS,False,KEEP
STRAIN_000067,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000067.fa.gz,2865742,331,38298,True,,LNC_0017,RNC_0019,NC_0019,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000067.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000067.fna.gz,331,2865742,38298,PASS,PASS,2852,331,353,0,0,249.0,0.1237727910238429,PASS,False,KEEP
STRAIN_000068,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000068.fa.gz,3173258,458,79393,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000068.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000068.fna.gz,458,3173258,79393,PASS,PASS,3326,458,671,0,0,233.0,0.2017438364401683,PASS,False,KEEP
STRAIN_000069,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000069.fa.gz,1896799,233,47878,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000069.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000069.fna.gz,233,1896799,47878,PASS,PASS,1943,233,303,0,0,250.0,0.1559444158517756,PASS,False,KEEP
STRAIN_000070,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000070.fa.gz,2966912,6,2939598,True,,LNC_0073,RNC_0068,NC_0068,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000070.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000070.fna.gz,6,2966912,2939598,PASS,PASS,2997,6,2,0,0,238.0,0.0006673340006673,PASS,False,KEEP
STRAIN_000071,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000071.fa.gz,1990372,117,80692,True,,LNC_0130,RNC_0124,NC_0124,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000071.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000071.fna.gz,117,1990372,80692,PASS,PASS,2015,112,36,0,0,252.0,0.0178660049627791,PASS,False,KEEP
STRAIN_000072,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000072.fa.gz,2115420,134,123435,True,,LNC_0131,RNC_0125,NC_0125,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000072.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000072.fna.gz,134,2115420,123435,PASS,PASS,2193,129,68,0,0,246.0,0.0310077519379844,PASS,False,KEEP
STRAIN_000073,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000073.fa.gz,1948634,96,162566,True,,LNC_0132,RNC_0126,NC_0126,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000073.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000073.fna.gz,96,1948634,162566,PASS,PASS,1958,96,79,0,0,250.5,0.0403472931562819,PASS,False,KEEP
STRAIN_000074,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000074.fa.gz,1499598,190,39836,True,,LNC_0133,RNC_0127,NC_0127,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000074.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000074.fna.gz,190,1499598,39836,PASS,PASS,1783,190,234,0,0,197.0,0.1312394840157038,PASS,False,KEEP
STRAIN_000075,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000075.fa.gz,2018725,220,70709,True,,LNC_0134,RNC_0128,NC_0128,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000075.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000075.fna.gz,220,2018725,70709,PASS,PASS,2115,218,264,0,0,227.0,0.1248226950354609,PASS,False,KEEP
STRAIN_000076,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000076.fa.gz,2205182,963,99568,True,,LNC_0074,RNC_0069,NC_0069,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000076.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000076.fna.gz,963,2205182,99568,PASS,PASS,3047,876,979,0,0,142.0,0.3212996389891697,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000077,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000077.fa.gz,2206088,23,487798,True,,LNC_0075,RNC_0070,NC_0070,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000077.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000077.fna.gz,23,2206088,487798,PASS,PASS,1814,21,19,0,0,310.0,0.0104740904079382,PASS,False,KEEP
STRAIN_000078,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000078.fa.gz,2320602,41,463050,True,,LNC_0050,RNC_0047,NC_0047,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000078.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000078.fna.gz,41,2320602,463050,PASS,PASS,1915,33,21,0,0,308.0,0.0109660574412532,PASS,False,KEEP
STRAIN_000079,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000079.fa.gz,2518893,97,255564,True,,LNC_0135,RNC_0129,NC_0129,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000079.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000079.fna.gz,97,2518893,255564,PASS,PASS,2201,83,71,0,0,286.0,0.032258064516129,PASS,False,KEEP
STRAIN_000080,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000080.fa.gz,2341089,52,270682,True,,LNC_0136,RNC_0130,NC_0130,LANI95_0015,RANI95_0015,ANI95_0015,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000080.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000080.fna.gz,52,2341089,270682,PASS,PASS,2373,52,49,0,0,247.0,0.0206489675516224,PASS,False,KEEP
STRAIN_000081,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000081.fa.gz,2568911,158,166210,True,,LNC_0051,RNC_0048,NC_0048,LANI95_0015,RANI95_0015,ANI95_0015,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000081.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000081.fna.gz,158,2568911,166210,PASS,PASS,2664,158,132,0,0,237.0,0.0495495495495495,PASS,False,KEEP
STRAIN_000082,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000082.fa.gz,1995954,230,45127,True,,LNC_0137,RNC_0131,NC_0131,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000082.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000082.fna.gz,230,1995954,45127,PASS,PASS,2193,230,223,0,0,221.0,0.1016871865025079,PASS,False,KEEP
STRAIN_000083,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000083.fa.gz,1695715,203,62050,True,,LNC_0138,RNC_0132,NC_0132,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000083.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000083.fna.gz,203,1695715,62050,PASS,PASS,1968,203,238,0,0,216.0,0.1209349593495935,PASS,False,KEEP
STRAIN_000084,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000084.fa.gz,985879,307,13714,True,,LNC_0139,RNC_0133,NC_0133,LANI95_0033,RANI95_0034,ANI95_0034,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000084.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000084.fna.gz,307,985879,13714,PASS,PASS,1176,307,489,0,0,216.0,0.4158163265306122,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000085,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000085.fa.gz,1586369,154,64896,True,,LNC_0140,RNC_0134,NC_0134,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000085.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000085.fna.gz,154,1586369,64896,PASS,PASS,1585,154,170,0,0,257.0,0.1072555205047318,PASS,False,KEEP
STRAIN_000086,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000086.fa.gz,2009197,138,75224,True,,LNC_0141,RNC_0135,NC_0135,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000086.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000086.fna.gz,138,2009197,75224,PASS,PASS,2036,138,83,0,0,245.5,0.0407662082514734,PASS,False,KEEP
STRAIN_000087,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000087.fa.gz,1482430,290,49314,True,,LNC_0142,RNC_0136,NC_0136,LANI95_0034,RANI95_0035,ANI95_0035,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000087.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000087.fna.gz,290,1482430,49314,PASS,PASS,1800,290,388,0,0,203.0,0.2155555555555555,PASS,False,KEEP
STRAIN_000088,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000088.fa.gz,1400009,406,16451,True,,LNC_0143,RNC_0137,NC_0137,LANI95_0035,RANI95_0036,ANI95_0036,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000088.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000088.fna.gz,406,1400009,16451,PASS,PASS,1663,406,579,0,0,217.0,0.3481659651232712,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000089,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000089.fa.gz,1181499,471,19256,True,,LNC_0144,RNC_0138,NC_0138,LANI95_0036,RANI95_0037,ANI95_0037,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000089.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000089.fna.gz,471,1181499,19256,PASS,PASS,1374,471,644,0,0,227.0,0.4687045123726346,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000090,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000090.fa.gz,2844791,55,195899,True,,LNC_0014,RNC_0015,NC_0015,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000090.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000090.fna.gz,55,2844791,195899,PASS,PASS,2683,55,15,0,0,260.0,0.0055907566157286,PASS,False,KEEP
STRAIN_000091,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000091.fa.gz,2912376,14,677243,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000091.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000091.fna.gz,14,2912376,677243,PASS,PASS,2717,14,7,0,0,265.0,0.0025763709974236,PASS,False,KEEP
STRAIN_000092,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000092.fa.gz,3376637,8,3107237,True,,LNC_0037,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000092.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000092.fna.gz,8,3376637,3107237,PASS,PASS,3218,8,9,0,0,255.0,0.0027967681789931,PASS,False,KEEP
STRAIN_000093,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000093.fa.gz,904426,356,7587,True,,LNC_0145,RNC_0139,NC_0139,LANI95_0037,RANI95_0038,ANI95_0038,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000093.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000093.fna.gz,356,904426,7587,PASS,PASS,1133,356,484,0,0,198.0,0.4271844660194174,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000094,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000094.fa.gz,1222730,393,11778,True,,LNC_0146,RNC_0140,NC_0140,LANI95_0038,RANI95_0039,ANI95_0039,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000094.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000094.fna.gz,393,1222730,11778,PASS,PASS,1510,393,591,0,0,201.5,0.3913907284768212,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000095,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000095.fa.gz,2396359,114,630786,True,,LNC_0147,RNC_0141,NC_0141,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000095.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000095.fna.gz,114,2396359,630786,PASS,PASS,2002,97,101,0,0,304.0,0.0504495504495504,PASS,False,KEEP
STRAIN_000096,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000096.fa.gz,4641652,1,4641652,True,,LNC_0148,RNC_0142,NC_0142,LANI95_0024,RANI95_0024,ANI95_0024,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000096.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000096.fna.gz,1,4641652,4641652,PASS,PASS,4319,1,1,0,0,276.0,0.0002315350775642,PASS,False,KEEP
STRAIN_000097,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000097.fa.gz,6264404,1,6264404,True,,LNC_0149,RNC_0143,NC_0143,LANI95_0039,RANI95_0040,ANI95_0040,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000097.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000097.fna.gz,1,6264404,6264404,PASS,PASS,5681,1,0,0,0,286.0,0.0,PASS,False,KEEP
STRAIN_000098,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000098.fa.gz,2365589,1,2365589,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000098.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000098.fna.gz,1,2365589,2365589,PASS,PASS,2383,1,0,0,0,243.0,0.0,PASS,False,KEEP
STRAIN_000099,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000099.fa.gz,6691694,3,3654135,True,,LNC_0150,RNC_0144,NC_0144,LANI95_0040,RANI95_0041,ANI95_0041,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000099.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000099.fna.gz,3,6691694,3654135,PASS,PASS,6303,3,3,0,0,277.0,0.0004759638267491,PASS,True,KEEP
STRAIN_000100,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000100.fa.gz,2260266,2,2256640,True,,LNC_0151,RNC_0145,NC_0145,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000100.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000100.fna.gz,2,2260266,2256640,PASS,PASS,1833,2,0,0,0,314.0,0.0,PASS,False,KEEP
STRAIN_000101,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000101.fa.gz,1992676,1,1992676,True,,LNC_0152,RNC_0146,NC_0146,LANI95_0041,RANI95_0042,ANI95_0042,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000101.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000101.fna.gz,1,1992676,1992676,PASS,PASS,1888,1,1,0,0,265.0,0.0005296610169491,PASS,False,KEEP
STRAIN_000102,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000102.fa.gz,2133977,4,1827111,True,,LNC_0153,RNC_0147,NC_0147,LANI95_0025,RANI95_0025,ANI95_0025,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000102.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000102.fna.gz,4,2133977,1827111,PASS,PASS,2106,4,4,0,0,254.0,0.0018993352326685,PASS,False,KEEP
STRAIN_000103,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000103.fa.gz,2389526,3,2375792,True,,LNC_0154,RNC_0148,NC_0148,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000103.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000103.fna.gz,3,2389526,2375792,PASS,PASS,1975,3,2,0,0,307.0,0.0010126582278481,PASS,False,KEEP
STRAIN_000104,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000104.fa.gz,4215606,1,4215606,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000104.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000104.fna.gz,1,4215606,4215606,PASS,PASS,4226,1,0,0,0,252.0,0.0,PASS,False,KEEP
STRAIN_000105,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000105.fa.gz,2529478,1,2529478,True,,LNC_0051,RNC_0048,NC_0048,LANI95_0015,RANI95_0015,ANI95_0015,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000105.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000105.fna.gz,1,2529478,2529478,PASS,PASS,2580,1,1,0,0,236.0,0.0003875968992248,PASS,False,KEEP
